t,norm,slow
5181,880.4154052734,460.6984863281
5182,880.4154052734,460.7699584961
5183,880.4154052734,460.8414306641
5184,880.4154052734,460.9129028320
5185,880.4154052734,460.9843750000
5186,880.4154052734,461.0558471680
5187,880.4154052734,461.1273193359
5188,880.4154052734,461.1987915039
5189,880.4154052734,461.2702636719
5190,880.4154052734,461.3417358398
5191,880.4154052734,461.4132080078
5192,880.4154052734,461.4846801758
5193,880.4154052734,461.5561523438
5194,880.4154052734,461.6276245117
5195,880.4154052734,461.6990966797
5196,880.4154052734,461.7705688477
5197,880.4154052734,461.8420410156
5198,880.4154052734,461.9135131836
5199,880.4154052734,461.9849853516
5200,880.4154052734,462.0564575195
5201,880.4154052734,462.1279296875
5202,880.4154052734,462.1994018555
5203,880.4154052734,462.2708740234
5204,880.4154052734,462.3423461914
5205,880.4154052734,462.4138183594
5206,880.4154052734,462.4852905273
5207,880.4154052734,462.5567626953
5208,880.4154052734,462.6282348633
5209,880.4154052734,462.6997070313
5210,880.4154052734,462.7533264160
5211,880.4154052734,462.8069458008
5212,880.4154052734,462.8605651855
5213,880.4154052734,462.9141845703
5214,880.4154052734,462.9678039551
5215,880.4154052734,463.0214233398
5216,880.4154052734,463.0750427246
5217,880.4154052734,463.1286621094
5218,880.4154052734,463.1822814941
5219,880.4154052734,463.2359008789
5220,880.4154052734,463.2895202637
5221,880.4154052734,463.3431396484
5222,880.4154052734,463.3967590332
5223,880.4154052734,463.4503784180
5224,880.4154052734,463.5039978027
5225,880.4154052734,463.5576171875
5226,880.4154052734,463.6112365723
5227,880.4154052734,463.6708068848
5228,880.4154052734,463.7303771973
5229,880.4154052734,463.7899475098
5230,880.4154052734,463.8495178223
5231,880.4154052734,463.9090881348
5232,880.4154052734,463.9686584473
5233,880.4154052734,464.0282287598
5234,880.4154052734,464.0877990723
5235,880.4154052734,464.1473693848
5236,880.4154052734,464.2069396973
5237,880.4154052734,464.2665100098
5238,880.4154052734,464.3260803223
5239,880.4154052734,464.3856506348
5240,880.4154052734,464.4452209473
5241,880.4154052734,464.5047912598
5242,880.4154052734,464.5643615723
5243,880.4154052734,464.6239318848
5244,880.4154052734,464.6775512695
5245,880.4154052734,464.7311706543
5246,880.4154052734,464.7847900391
5247,880.4154052734,464.8384094238
5248,880.4154052734,464.8920288086
5249,880.4154052734,464.9456481934
5250,880.4154052734,464.9992675781
5251,880.4154052734,465.0528869629
5252,880.4154052734,465.1065063477
5253,880.4154052734,465.1601257324
5254,880.4154052734,465.2137451172
5255,880.4154052734,465.2673645020
5256,880.4154052734,465.3209838867
5257,880.4154052734,465.3746032715
5258,880.4154052734,465.4282226563
5259,880.4154052734,465.4818420410
5260,880.4154052734,465.5354614258
5261,880.4154052734,465.5890808105
5262,880.4154052734,465.6427001953
5263,880.4154052734,465.6963195801
5264,880.4154052734,465.7499389648
5265,880.4154052734,465.8035583496
5266,880.4154052734,465.8571777344
5267,880.4154052734,465.9107971191
5268,880.4154052734,465.9644165039
5269,880.4154052734,466.0180358887
5270,880.4154052734,466.0716552734
5271,880.4154052734,466.1252746582
5272,880.4154052734,466.1788940430
5273,880.4154052734,466.2325134277
5274,880.4154052734,466.2861328125
5275,880.4154052734,466.3397521973
5276,880.4154052734,466.3933715820
5277,880.4154052734,466.4469909668
5278,880.4154052734,466.5065612793
5279,880.4154052734,466.5661315918
5280,880.4154052734,466.6257019043
5281,880.4154052734,466.6852722168
5282,880.4154052734,466.7448425293
5283,880.4154052734,466.8044128418
5284,880.4154052734,466.8639831543
5285,880.4154052734,466.9235534668
5286,880.4154052734,466.9831237793
5287,880.4154052734,467.0426940918
5288,880.4154052734,467.1022644043
5289,880.4154052734,467.1618347168
5290,880.4154052734,467.2214050293
5291,880.4154052734,467.2809753418
5292,880.4154052734,467.3405456543
5293,880.4154052734,467.4001159668
5294,880.4154052734,467.4596862793
5295,880.4154052734,467.5192565918
5296,880.4154052734,467.6026306152
5297,880.4154052734,467.6860046387
5298,880.4154052734,467.7693786621
5299,880.4154052734,467.8527526855
5300,880.4154052734,467.9361267090
5301,880.4154052734,468.0195007324
5302,880.4154052734,468.1028747559
5303,880.4154052734,468.1862487793
5304,880.4154052734,468.2696228027
5305,880.4154052734,468.3529968262
5306,880.4154052734,468.4363708496
5307,880.4154052734,468.5197448730
5308,880.4154052734,468.6031188965
5309,880.4154052734,468.6864929199
5310,880.4154052734,468.7698669434
5311,880.4154052734,468.8532409668
5312,880.4154052734,468.9366149902
5313,880.4154052734,469.0199890137
5314,880.4154052734,469.1033630371
5315,880.4154052734,469.1867370605
5316,880.4154052734,469.2701110840
5317,880.4154052734,469.3534851074
5318,880.4154052734,469.4368591309
5319,880.4154052734,469.5202331543
5320,880.4154052734,469.6036071777
5321,880.4154052734,469.6869812012
5322,880.4154052734,469.7703552246
5323,880.4154052734,469.8537292480
5324,880.4154052734,469.9371032715
5325,880.4154052734,470.0204772949
5326,880.4154052734,470.1038513184
5327,880.4154052734,470.1872253418
5328,880.4154052734,470.2705993652
5329,880.4154052734,470.3539733887
5330,880.4154052734,470.4373474121
5331,880.4154052734,470.5207214355
5332,880.4154052734,470.6040954590
5333,880.4154052734,470.6874694824
5334,880.4154052734,470.7708435059
5335,880.4154052734,470.8542175293
5336,880.4154052734,470.9375915527
5337,880.4154052734,471.0209655762
5338,880.4154052734,471.1043395996
5339,880.4154052734,471.1877136230
5340,880.4154052734,471.2710876465
5341,880.4154052734,471.3544616699
5342,880.4154052734,471.4378356934
5343,880.4154052734,471.5212097168
5344,880.4154052734,471.6045837402
5345,880.4154052734,471.6879577637
5346,880.4154052734,471.7713317871
5347,880.4154052734,471.8547058105
5348,880.4154052734,471.9380798340
5349,880.4154052734,472.0214538574
5350,880.4154052734,472.1048278809
5351,880.4154052734,472.1882019043
5352,880.4154052734,472.2715759277
5353,880.4154052734,472.3549499512
5354,880.4154052734,472.4383239746
5355,880.4154052734,472.5216979980
5356,880.4154052734,472.6050720215
5357,880.4154052734,472.6884460449
5358,880.4154052734,472.7718200684
5359,880.4154052734,472.8551940918
5360,880.4154052734,472.9385681152
5361,880.4154052734,473.0219421387
5362,880.4154052734,473.1053161621
5363,880.4154052734,473.1886901855
5364,880.4154052734,473.2720642090
5365,880.4154052734,473.3554382324
5366,880.4154052734,473.4388122559
5367,880.4154052734,473.5221862793
5368,880.4154052734,473.6055603027
5369,880.4154052734,473.6889343262
5370,880.4154052734,473.7723083496
5371,880.4154052734,473.8556823730
5372,880.4154052734,473.9390563965
5373,880.4154052734,474.0224304199
5374,880.4154052734,474.1058044434
5375,880.4154052734,474.1891784668
5376,880.4154052734,474.2725524902
5377,880.4154052734,474.3559265137
5378,880.4154052734,474.4393005371
5379,880.4154052734,474.5226745605
5380,880.4154052734,474.6060485840
5381,880.4154052734,474.6894226074
5382,880.4154052734,474.7847290039
5383,880.4154052734,474.8800354004
5384,880.4154052734,474.9753417969
5385,880.4154052734,475.0706481934
5386,880.4154052734,475.1659545898
5387,880.4154052734,475.2612609863
5388,880.4154052734,475.3565673828
5389,880.4154052734,475.4518737793
5390,880.4154052734,475.5471801758
5391,880.4154052734,475.6424865723
5392,880.4154052734,475.7377929688
5393,880.4154052734,475.8330993652
5394,880.4154052734,475.9284057617
5395,880.4154052734,476.0237121582
5396,880.4154052734,476.1190185547
5397,880.4154052734,476.2143249512
5398,880.4154052734,476.3096313477
5399,880.4154052734,476.4108886719
5400,880.4154052734,476.5121459961
5401,880.4154052734,476.6134033203
5402,880.4154052734,476.7146606445
5403,880.4154052734,476.8159179688
5404,880.4154052734,476.9171752930
5405,880.4154052734,477.0184326172
5406,880.4154052734,477.1196899414
5407,880.4154052734,477.2209472656
5408,880.4154052734,477.3222045898
5409,880.4154052734,477.4234619141
5410,880.4154052734,477.5247192383
5411,880.4154052734,477.6259765625
5412,880.4154052734,477.7272338867
5413,880.4154052734,477.8284912109
5414,880.4154052734,477.9297485352
5415,880.4154052734,478.0310058594
5416,880.4154052734,478.1263122559
5417,880.4154052734,478.2216186523
5418,880.4154052734,478.3169250488
5419,880.4154052734,478.4122314453
5420,880.4154052734,478.5075378418
5421,880.4154052734,478.6028442383
5422,880.4154052734,478.6981506348
5423,880.4154052734,478.7934570313
5424,880.4154052734,478.8887634277
5425,880.4154052734,478.9840698242
5426,880.4154052734,479.0793762207
5427,880.4154052734,479.1746826172
5428,880.4154052734,479.2699890137
5429,880.4154052734,479.3652954102
5430,880.4154052734,479.4606018066
5431,880.4154052734,479.5559082031
5432,880.4154052734,479.6512145996
5433,880.4154052734,479.7465209961
5434,880.4154052734,479.8418273926
5435,880.4154052734,479.9371337891
5436,880.4154052734,480.0324401855
5437,880.4154052734,480.1277465820
5438,880.4154052734,480.2230529785
5439,880.4154052734,480.3183593750
5440,880.4154052734,480.4136657715
5441,880.4154052734,480.5089721680
5442,880.4154052734,480.6042785645
5443,880.4154052734,480.6995849609
5444,880.4154052734,480.7948913574
5445,880.4154052734,480.8901977539
5446,880.4154052734,480.9855041504
5447,880.4154052734,481.0808105469
5448,880.4154052734,481.1761169434
5449,880.4154052734,481.2714233398
5450,880.4154052734,481.3726806641
5451,880.4154052734,481.4739379883
5452,880.4154052734,481.5751953125
5453,880.4154052734,481.6764526367
5454,880.4154052734,481.7777099609
5455,880.4154052734,481.8789672852
5456,880.4154052734,481.9802246094
5457,880.4154052734,482.0814819336
5458,880.4154052734,482.1827392578
5459,880.4154052734,482.2839965820
5460,880.4154052734,482.3852539063
5461,880.4154052734,482.4865112305
5462,880.4154052734,482.5877685547
5463,880.4154052734,482.6890258789
5464,880.4154052734,482.7902832031
5465,880.4154052734,482.8915405273
5466,880.4154052734,482.9927978516
5467,880.4154052734,483.0940551758
5468,880.4154052734,483.2131652832
5469,880.4154052734,483.3322753906
5470,880.4154052734,483.4513854980
5471,880.4154052734,483.5704956055
5472,880.4154052734,483.6896057129
5473,880.4154052734,483.8087158203
5474,880.4154052734,483.9278259277
5475,880.4154052734,484.0469360352
5476,880.4154052734,484.1660461426
5477,880.4154052734,484.2851562500
5478,880.4154052734,484.4042663574
5479,880.4154052734,484.5233764648
5480,880.4154052734,484.6424865723
5481,880.4154052734,484.7615966797
5482,880.4154052734,484.8807067871
5483,880.4154052734,484.9998168945
5484,880.4154052734,485.1189270020
5485,880.4154052734,485.2440185547
5486,880.4154052734,485.3691101074
5487,880.4154052734,485.4942016602
5488,880.4154052734,485.6192932129
5489,880.4154052734,485.7443847656
5490,880.4154052734,485.8694763184
5491,880.4154052734,485.9945678711
5492,880.4154052734,486.1196594238
5493,880.4154052734,486.2447509766
5494,880.4154052734,486.3698425293
5495,880.4154052734,486.4949340820
5496,880.4154052734,486.6200256348
5497,880.4154052734,486.7451171875
5498,880.4154052734,486.8702087402
5499,880.4154052734,486.9953002930
5500,880.4154052734,487.1203918457
5501,880.4154052734,487.2454833984
5502,880.4154052734,487.3645935059
5503,880.4154052734,487.4837036133
5504,880.4154052734,487.6028137207
5505,880.4154052734,487.7219238281
5506,880.4154052734,487.8410339355
5507,880.4154052734,487.9601440430
5508,880.4154052734,488.0792541504
5509,880.4154052734,488.1983642578
5510,880.4154052734,488.3174743652
5511,880.4154052734,488.4365844727
5512,880.4154052734,488.5556945801
5513,880.4154052734,488.6748046875
5514,880.4154052734,488.7939147949
5515,880.4154052734,488.9130249023
5516,880.4154052734,489.0321350098
5517,880.4154052734,489.1512451172
5518,880.4154052734,489.2703552246
5519,880.4154052734,489.3954467773
5520,880.4154052734,489.5205383301
5521,880.4154052734,489.6456298828
5522,880.4154052734,489.7707214355
5523,880.4154052734,489.8958129883
5524,880.4154052734,490.0209045410
5525,880.4154052734,490.1459960938
5526,880.4154052734,490.2710876465
5527,880.4154052734,490.3961791992
5528,880.4154052734,490.5212707520
5529,880.4154052734,490.6463623047
5530,880.4154052734,490.7714538574
5531,880.4154052734,490.8965454102
5532,880.4154052734,491.0216369629
5533,880.4154052734,491.1467285156
5534,880.4154052734,491.2718200684
5535,880.4154052734,491.3969116211
5536,880.4154052734,491.5041198730
5537,880.4154052734,491.6113281250
5538,880.4154052734,491.7185363770
5539,880.4154052734,491.8257446289
5540,880.4154052734,491.9329528809
5541,880.4154052734,492.0401611328
5542,880.4154052734,492.1473693848
5543,880.4154052734,492.2545776367
5544,880.4154052734,492.3617858887
5545,880.4154052734,492.4689941406
5546,880.4154052734,492.5762023926
5547,880.4154052734,492.6834106445
5548,880.4154052734,492.7906188965
5549,880.4154052734,492.8978271484
5550,880.4154052734,493.0050354004
5551,880.4154052734,493.1122436523
5552,880.4154052734,493.2194519043
5553,880.4154052734,493.3266601563
5554,880.4154052734,493.4338684082
5555,880.4154052734,493.5410766602
5556,880.4154052734,493.6482849121
5557,880.4154052734,493.7554931641
5558,880.4154052734,493.8627014160
5559,880.4154052734,493.9699096680
5560,880.4154052734,494.0771179199
5561,880.4154052734,494.1843261719
5562,880.4154052734,494.2915344238
5563,880.4154052734,494.3987426758
5564,880.4154052734,494.5059509277
5565,880.4154052734,494.6131591797
5566,880.4154052734,494.7203674316
5567,880.4154052734,494.8275756836
5568,880.4154052734,494.9347839355
5569,880.4154052734,495.0419921875
5570,880.4154052734,495.1492004395
5571,880.4154052734,495.2564086914
5572,880.4154052734,495.3636169434
5573,880.4154052734,495.4708251953
5574,880.4154052734,495.5780334473
5575,880.4154052734,495.6852416992
5576,880.4154052734,495.7924499512
5577,880.4154052734,495.8996582031
5578,880.4154052734,496.0068664551
5579,880.4154052734,496.1140747070
5580,880.4154052734,496.2212829590
5581,880.4154052734,496.3284912109
5582,880.4154052734,496.4356994629
5583,880.4154052734,496.5429077148
5584,880.4154052734,496.6501159668
5585,880.4154052734,496.7573242188
5586,880.4154052734,496.8645324707
5587,880.4154052734,496.9717407227
5588,880.4154052734,497.0789489746
5589,880.4154052734,497.1861572266
5590,880.4154052734,497.2933654785
5591,880.4154052734,497.4005737305
5592,880.4154052734,497.5077819824
5593,880.4154052734,497.6149902344
5594,880.4154052734,497.7221984863
5595,880.4154052734,497.8294067383
5596,880.4154052734,497.9366149902
5597,880.4154052734,498.0438232422
5598,880.4154052734,498.1510314941
5599,880.4154052734,498.2582397461
5600,880.4154052734,498.3654479980
5601,880.4154052734,498.4726562500
5602,880.4154052734,498.5798645020
5603,880.4154052734,498.6870727539
5604,880.4154052734,498.7942810059
5605,880.4154052734,498.9014892578
5606,880.4154052734,499.0086975098
5607,880.4154052734,499.1159057617
5608,880.4154052734,499.2231140137
5609,880.4154052734,499.3303222656
5610,880.4154052734,499.4375305176
5611,880.4154052734,499.5447387695
5612,880.4154052734,499.6519470215
5613,880.4154052734,499.7591552734
5614,880.4154052734,499.8663635254
5615,880.4154052734,499.9735717773
5616,880.4154052734,500.0807800293
5617,880.4154052734,500.1879882813
5618,880.4154052734,500.2951965332
5619,880.4154052734,500.4024047852
5620,880.4154052734,500.5096130371
5621,880.4154052734,500.6168212891
5622,880.4154052734,500.7180786133
5623,880.4154052734,500.8193359375
5624,880.4154052734,500.9205932617
5625,880.4154052734,501.0218505859
5626,880.4154052734,501.1231079102
5627,880.4154052734,501.2243652344
5628,880.4154052734,501.3256225586
5629,880.4154052734,501.4268798828
5630,880.4154052734,501.5281372070
5631,880.4154052734,501.6293945313
5632,880.4154052734,501.7306518555
5633,880.4154052734,501.8319091797
5634,880.4154052734,501.9331665039
5635,880.4154052734,502.0344238281
5636,880.4154052734,502.1356811523
5637,880.4154052734,502.2369384766
5638,880.4154052734,502.3381958008
5639,880.4154052734,502.4394531250
5640,880.4154052734,502.4870910645
5641,880.4154052734,502.5347290039
5642,880.4154052734,502.5823669434
5643,880.4154052734,502.6300048828
5644,880.4154052734,502.6776428223
5645,880.4154052734,502.7252807617
5646,880.4154052734,502.7729187012
5647,880.4154052734,502.8205566406
5648,880.4154052734,502.8681945801
5649,880.4154052734,502.9158325195
5650,880.4154052734,502.9634704590
5651,880.4154052734,503.0111083984
5652,880.4154052734,503.0587463379
5653,880.4154052734,503.1063842773
5654,880.4154052734,503.1540222168
5655,880.4154052734,503.2016601563
5656,880.4154052734,503.2492980957
5657,880.4154052734,503.3029174805
5658,880.4154052734,503.3565368652
5659,880.4154052734,503.4101562500
5660,880.4154052734,503.4637756348
5661,880.4154052734,503.5173950195
5662,880.4154052734,503.5710144043
5663,880.4154052734,503.6246337891
5664,880.4154052734,503.6782531738
5665,880.4154052734,503.7318725586
5666,880.4154052734,503.7854919434
5667,880.4154052734,503.8391113281
5668,880.4154052734,503.8927307129
5669,880.4154052734,503.9463500977
5670,880.4154052734,503.9999694824
5671,880.4154052734,504.0535888672
5672,880.4154052734,504.1072082520
5673,880.4154052734,504.1608276367
5674,880.4154052734,504.2144470215
5675,880.4154052734,504.2680664063
5676,880.4154052734,504.3216857910
5677,880.4154052734,504.3753051758
5678,880.4154052734,504.4289245605
5679,880.4154052734,504.4825439453
5680,880.4154052734,504.5361633301
5681,880.4154052734,504.5897827148
5682,880.4154052734,504.6434020996
5683,880.4154052734,504.6970214844
5684,880.4154052734,504.7506408691
5685,880.4154052734,504.8042602539
5686,880.4154052734,504.8578796387
5687,880.4154052734,504.9114990234
5688,880.4154052734,504.9651184082
5689,880.4154052734,505.0187377930
5690,880.4154052734,505.0723571777
5691,880.4154052734,505.1259765625
5692,880.4154052734,505.1795959473
5693,880.4154052734,505.2332153320
5694,880.4154052734,505.2868347168
5695,880.4154052734,505.3404541016
5696,880.4154052734,505.3940734863
5697,880.4154052734,505.4476928711
5698,880.4154052734,505.5013122559
5699,880.4154052734,505.5549316406
5700,880.4154052734,505.6085510254
5701,880.4154052734,505.6621704102
5702,880.4154052734,505.7157897949
5703,880.4154052734,505.7694091797
5704,880.4154052734,505.8230285645
5705,880.4154052734,505.8766479492
5706,880.4154052734,505.9302673340
5707,880.4154052734,505.9838867188
5708,880.4154052734,506.0315246582
5709,880.4154052734,506.0791625977
5710,880.4154052734,506.1268005371
5711,880.4154052734,506.1744384766
5712,880.4154052734,506.2220764160
5713,880.4154052734,506.2697143555
5714,880.4154052734,506.3173522949
5715,880.4154052734,506.3649902344
5716,880.4154052734,506.4126281738
5717,880.4154052734,506.4602661133
5718,880.4154052734,506.5079040527
5719,880.4154052734,506.5555419922
5720,880.4154052734,506.6031799316
5721,880.4154052734,506.6508178711
5722,880.4154052734,506.6984558105
5723,880.4154052734,506.7460937500
5724,880.4154052734,506.7937316895
5725,880.4154052734,506.9082336426
5726,880.4154052734,507.0750122070
5727,880.4154052734,507.2417907715
5728,880.4154052734,507.4085693359
5729,880.4154052734,507.5753479004
5730,880.4154052734,507.7421264648
5731,880.4154052734,507.9089050293
5732,880.4154052734,508.0756835938
5733,880.4154052734,508.2424621582
5734,880.4154052734,508.4092407227
5735,880.4154052734,508.5760192871
5736,880.4154052734,508.7427978516
5737,880.4154052734,508.9095764160
5738,880.4154052734,509.0763549805
5739,880.4154052734,509.2431335449
5740,880.4154052734,509.4099121094
5741,880.4154052734,509.5766906738
5742,880.4154052734,509.7434692383
5743,880.4154052734,509.9102478027
5744,880.4154052734,510.0770263672
5745,880.4154052734,510.2438049316
5746,880.4154052734,510.4105834961
5747,880.4154052734,510.5773620605
5748,880.4154052734,510.7441406250
5749,880.4154052734,510.9109191895
5750,880.4154052734,511.0776977539
5751,880.4154052734,511.2444763184
5752,880.4154052734,511.4112548828
5753,880.4154052734,511.5780334473
5754,880.4154052734,511.7448120117
5755,880.4154052734,511.9115905762
5756,880.4154052734,512.0783691406
5757,880.4154052734,512.2451171875
5758,880.4154052734,512.4119262695
5759,880.4154052734,512.5787353516
5760,880.4154052734,512.7395019531
5761,880.4154052734,512.9003906250
5762,880.4154052734,513.0611572266
5763,880.4154052734,513.2220458984
5764,880.4154052734,513.3828125000
5765,880.4154052734,513.5437011719
5766,880.4154052734,513.7044677734
5767,880.4154052734,513.8653564453
5768,880.4154052734,514.0261230469
5769,880.4154052734,514.1870117188
5770,880.4154052734,514.3477783203
5771,880.4154052734,514.5086669922
5772,880.4154052734,514.6694335938
5773,880.4154052734,514.8303222656
5774,880.4154052734,514.9910888672
5775,880.4154052734,515.1519775391
5776,880.4154052734,515.3127441406
5777,880.4154052734,515.3901977539
5778,880.4154052734,515.4676513672
5779,880.4154052734,515.5450439453
5780,880.4154052734,515.6224365234
5781,880.4154052734,515.6998901367
5782,880.4154052734,515.7773437500
5783,880.4154052734,515.8547363281
5784,880.4154052734,515.9321289063
5785,880.4154052734,516.0095825195
5786,880.4154052734,516.0870361328
5787,880.4154052734,516.1644287109
5788,880.4154052734,516.2418212891
5789,880.4154052734,516.3192749023
5790,880.4154052734,516.3967285156
5791,880.4154052734,516.4741210938
5792,880.4154052734,516.5515136719
5793,880.4154052734,516.6289672852
5794,880.4154052734,516.7064208984
5795,880.4154052734,516.7838134766
5796,880.4154052734,516.8612060547
5797,880.4154052734,516.9386596680
5798,880.4154052734,517.0161132813
5799,880.4154052734,517.0935058594
5800,880.4154052734,517.1708984375
5801,880.4154052734,517.2483520508
5802,880.4154052734,517.3258056641
5803,880.4154052734,517.4031982422
5804,880.4154052734,517.4805908203
5805,880.4154052734,517.5580444336
5806,880.4154052734,517.6354980469
5807,880.4154052734,517.7128906250
5808,880.4154052734,517.7902832031
5809,880.4154052734,517.8677368164
5810,880.4154052734,517.9451904297
5811,880.4154052734,518.0225830078
5812,880.4154052734,518.0999755859
5813,880.4154052734,518.1774291992
5814,880.4154052734,518.2548828125
5815,880.4154052734,518.3322753906
5816,880.4154052734,518.4096679688
5817,880.4154052734,518.4871215820
5818,880.4154052734,518.5645751953
5819,880.4154052734,518.6419677734
5820,880.4154052734,518.7193603516
5821,880.4154052734,518.7968139648
5822,880.4154052734,518.8742675781
5823,880.4154052734,518.9516601563
5824,880.4154052734,519.0290527344
5825,880.4154052734,519.1065063477
5826,880.4154052734,519.1839599609
5827,880.4154052734,519.2613525391
5828,880.4154052734,519.3387451172
5829,880.4154052734,519.4102783203
5830,880.4154052734,519.4816894531
5831,880.4154052734,519.5532226563
5832,880.4154052734,519.6246337891
5833,880.4154052734,519.6961669922
5834,880.4154052734,519.7675781250
5835,880.4154052734,519.8391113281
5836,880.4154052734,519.9105224609
5837,880.4154052734,519.9820556641
5838,880.4154052734,520.0534667969
5839,880.4154052734,520.1250000000
5840,880.4154052734,520.1964111328
5841,880.4154052734,520.2679443359
5842,880.4154052734,520.3393554688
5843,880.4154052734,520.4108886719
5844,880.4154052734,520.4822998047
5845,880.4154052734,520.5538330078
5846,880.4154052734,520.6252441406
5847,880.4154052734,520.6967773438
5848,880.4154052734,520.7681884766
5849,880.4154052734,520.8397216797
5850,880.4154052734,520.9111328125
5851,880.4154052734,520.9826660156
5852,880.4154052734,521.0540771484
5853,880.4154052734,521.1256103516
5854,880.4154052734,521.1970214844
5855,880.4154052734,521.2685546875
5856,880.4154052734,521.3399658203
5857,880.4154052734,521.4114990234
5858,880.4154052734,521.4829101563
5859,880.4154052734,521.5544433594
5860,880.4154052734,521.6258544922
5861,880.4154052734,521.6973876953
5862,880.4154052734,521.7687988281
5863,880.4154052734,521.8403320313
5864,880.4154052734,521.9117431641
5865,880.4154052734,521.9832763672
5866,880.4154052734,522.0546875000
5867,880.4154052734,522.1262207031
5868,880.4154052734,522.1976318359
5869,880.4154052734,522.2691650391
5870,880.4154052734,522.3405761719
5871,880.4154052734,522.4121093750
5872,880.4154052734,522.4835205078
5873,880.4154052734,522.5550537109
5874,880.4154052734,522.6264648438
5875,880.4154052734,522.6979980469
5876,880.4154052734,522.7694091797
5877,880.4154052734,522.8409423828
5878,880.4154052734,522.9123535156
5879,880.4154052734,522.9838867188
5880,880.4154052734,523.0552978516
5881,880.4154052734,523.1268310547
5882,880.4154052734,523.1982421875
5883,880.4154052734,523.2697753906
5884,880.4154052734,523.3411865234
5885,880.4154052734,523.4127197266
5886,880.4154052734,523.4841308594
5887,880.4154052734,523.5556640625
5888,880.4154052734,523.6270751953
5889,880.4154052734,523.6986083984
5890,880.4154052734,523.7700195313
5891,880.4154052734,523.8415527344
5892,880.4154052734,523.9129638672
5893,880.4154052734,523.9844970703
5894,880.4154052734,524.0559082031
5895,880.4154052734,524.1274414063
5896,880.4154052734,524.1988525391
5897,880.4154052734,524.2703857422
5898,880.4154052734,524.3417968750
5899,880.4154052734,524.4133300781
5900,880.4154052734,524.4847412109
5901,880.4154052734,524.5562744141
5902,880.4154052734,524.6276855469
5903,880.4154052734,524.6992187500
5904,880.4154052734,524.7706298828
5905,880.4154052734,524.8421630859
5906,880.4154052734,524.9135742188
5907,880.4154052734,524.9851074219
5908,880.4154052734,525.0565185547
5909,880.4154052734,525.1280517578
5910,880.4154052734,525.1994628906
5911,880.4154052734,525.2709960938
5912,880.4154052734,525.3424072266
5913,880.4154052734,525.4139404297
5914,880.4154052734,525.4853515625
5915,880.4154052734,525.5390014648
5916,880.4154052734,525.5925903320
5917,880.4154052734,525.6461791992
5918,880.4154052734,525.6998291016
5919,880.4154052734,525.7534179688
5920,880.4154052734,525.8070068359
5921,880.4154052734,525.8605957031
5922,880.4154052734,525.9141845703
5923,880.4154052734,525.9678344727
5924,880.4154052734,526.0214233398
5925,880.4154052734,526.0750122070
5926,880.4154052734,526.1286621094
5927,880.4154052734,526.1822509766
5928,880.4154052734,526.2358398438
5929,880.4154052734,526.2894287109
5930,880.4154052734,526.3430175781
5931,880.4154052734,526.3966674805
5932,880.4154052734,526.4562377930
5933,880.4154052734,526.5158081055
5934,880.4154052734,526.5753784180
5935,880.4154052734,526.6349487305
5936,880.4154052734,526.6945190430
5937,880.4154052734,526.7540893555
5938,880.4154052734,526.8136596680
5939,880.4154052734,526.8732299805
5940,880.4154052734,526.9328002930
5941,880.4154052734,526.9923706055
5942,880.4154052734,527.0519409180
5943,880.4154052734,527.1115112305
5944,880.4154052734,527.1710815430
5945,880.4154052734,527.2306518555
5946,880.4154052734,527.2902221680
5947,880.4154052734,527.3497924805
5948,880.4154052734,527.4093627930
5949,880.4154052734,527.4629516602
5950,880.4154052734,527.5165405273
5951,880.4154052734,527.5701904297
5952,880.4154052734,527.6237792969
5953,880.4154052734,527.6773681641
5954,880.4154052734,527.7309570313
5955,880.4154052734,527.7845458984
5956,880.4154052734,527.8381958008
5957,880.4154052734,527.8917846680
5958,880.4154052734,527.9453735352
5959,880.4154052734,527.9990234375
5960,880.4154052734,528.0526123047
5961,880.4154052734,528.1062011719
5962,880.4154052734,528.1597900391
5963,880.4154052734,528.2133789063
5964,880.4154052734,528.2670288086
5965,880.4154052734,528.3206176758
5966,880.4154052734,528.3742065430
5967,880.4154052734,528.4278564453
5968,880.4154052734,528.4814453125
5969,880.4154052734,528.5350341797
5970,880.4154052734,528.5886230469
5971,880.4154052734,528.6422119141
5972,880.4154052734,528.6958618164
5973,880.4154052734,528.7494506836
5974,880.4154052734,528.8030395508
5975,880.4154052734,528.8566894531
5976,880.4154052734,528.9102783203
5977,880.4154052734,528.9638671875
5978,880.4154052734,529.0174560547
5979,880.4154052734,529.0710449219
5980,880.4154052734,529.1246948242
5981,880.4154052734,529.1782836914
5982,880.4154052734,529.2318725586
5983,880.4154052734,529.2914428711
5984,880.4154052734,529.3510131836
5985,880.4154052734,529.4105834961
5986,880.4154052734,529.4701538086
5987,880.4154052734,529.5297241211
5988,880.4154052734,529.5892944336
5989,880.4154052734,529.6488647461
5990,880.4154052734,529.7084350586
5991,880.4154052734,529.7680053711
5992,880.4154052734,529.8275756836
5993,880.4154052734,529.8871459961
5994,880.4154052734,529.9467163086
5995,880.4154052734,530.0062866211
5996,880.4154052734,530.0658569336
5997,880.4154052734,530.1254272461
5998,880.4154052734,530.1849975586
5999,880.4154052734,530.2445678711
6000,880.4154052734,530.3041992188
6001,880.4154052734,530.3875732422
6002,880.4154052734,530.4709472656
6003,880.4154052734,530.5543823242
